Time,Scale
11.872,-1.02112
11.88,-1.03256
11.888,-1.04397
11.896,-1.05535
11.904,-1.06669
11.912,-1.078
11.92,-1.08927
11.928,-1.10051
11.936,-1.11171
11.944,-1.12288
11.952,-1.13401
11.96,-1.1451
11.968,-1.15616
11.976,-1.16718
11.984,-1.17816
11.992,-1.1891
12,-1.2
12.008,-1.21086
12.016,-1.22169
12.024,-1.23247
12.032,-1.24321
12.04,-1.25391
12.048,-1.26457
12.056,-1.27519
12.064,-1.28576
12.072,-1.29629
12.08,-1.30678
12.088,-1.31723
12.096,-1.32763
12.104,-1.33799
12.112,-1.3483
12.12,-1.35856
12.128,-1.36878
12.136,-1.37896
12.144,-1.38908
12.152,-1.39916
12.16,-1.4092
12.168,-1.41918
12.176,-1.42912
12.184,-1.43901
12.192,-1.44885
12.2,-1.45864
12.208,-1.46838
12.216,-1.47807
12.224,-1.48771
12.232,-1.4973
12.24,-1.50684
12.248,-1.51633
12.256,-1.52576
12.264,-1.53515
12.272,-1.54448
12.28,-1.55375
12.288,-1.56298
12.296,-1.57214
12.304,-1.58126
12.312,-1.59032
12.32,-1.59933
12.328,-1.60828
12.336,-1.61717
12.344,-1.62601
12.352,-1.63479
12.36,-1.64352
12.368,-1.65219
12.376,-1.6608
12.384,-1.66936
12.392,-1.67785
12.4,-1.68629
12.408,-1.69467
12.416,-1.70299
12.424,-1.71125
12.432,-1.71945
12.44,-1.72759
12.448,-1.73567
12.456,-1.74369
12.464,-1.75165
12.472,-1.75955
12.48,-1.76739
12.488,-1.77516
12.496,-1.78287
12.504,-1.79052
12.512,-1.79811
12.52,-1.80563
12.528,-1.8131
12.536,-1.82049
12.544,-1.82783
12.552,-1.83509
12.56,-1.8423
12.568,-1.84944
12.576,-1.85651
12.584,-1.86352
12.592,-1.87046
12.6,-1.87734
12.608,-1.88415
12.616,-1.8909
12.624,-1.89757
12.632,-1.90419
12.64,-1.91073
12.648,-1.9172
12.656,-1.92361
12.664,-1.92995
12.672,-1.93622
12.68,-1.94243
12.688,-1.94856
12.696,-1.95463
12.704,-1.96062
12.712,-1.96655
12.72,-1.97241
12.728,-1.97819
12.736,-1.98391
12.744,-1.98956
12.752,-1.99513
12.76,-2.00064
12.768,-2.00607
12.776,-2.01143
12.784,-2.01672
12.792,-2.02194
12.8,-2.02709
12.808,-2.03217
12.816,-2.03717
12.824,-2.0421
12.832,-2.04696
12.84,-2.05174
12.848,-2.05645
12.856,-2.06109
12.864,-2.06566
12.872,-2.07015
12.88,-2.07456
12.888,-2.07891
12.896,-2.08318
12.904,-2.08737
12.912,-2.09149
12.92,-2.09554
12.928,-2.09951
12.936,-2.1034
12.944,-2.10722
12.952,-2.11097
12.96,-2.11464
12.968,-2.11823
12.976,-2.12175
12.984,-2.12519
12.992,-2.12856
13,-2.13185
13.008,-2.13507
13.016,-2.1382
13.024,-2.14127
13.032,-2.14425
13.04,-2.14716
13.048,-2.14999
13.056,-2.15274
13.064,-2.15542
13.072,-2.15802
13.08,-2.16054
13.088,-2.16299
13.096,-2.16536
13.104,-2.16765
13.112,-2.16986
13.12,-2.17199
13.128,-2.17405
13.136,-2.17603
13.144,-2.17793
13.152,-2.17975
13.16,-2.1815
13.168,-2.18316
13.176,-2.18475
13.184,-2.18626
13.192,-2.18769
13.2,-2.18904
13.208,-2.19032
13.216,-2.19151
13.224,-2.19263
13.232,-2.19367
13.24,-2.19463
13.248,-2.19551
13.256,-2.19631
13.264,-2.19704
13.272,-2.19768
13.28,-2.19825
13.288,-2.19873
13.296,-2.19914
13.304,-2.19947
13.312,-2.19972
13.32,-2.19989
13.328,-2.19998
13.336,-2.2
13.344,-2.19993
13.352,-2.19979
13.36,-2.19956
13.368,-2.19926
13.376,-2.19888
13.384,-2.19842
13.392,-2.19788
13.4,-2.19726
13.408,-2.19656
13.416,-2.19579
13.424,-2.19493
13.432,-2.194
13.44,-2.19299
13.448,-2.19189
13.456,-2.19073
13.464,-2.18948
13.472,-2.18815
13.48,-2.18675
13.488,-2.18526
13.496,-2.1837
13.504,-2.18206
13.512,-2.18034
13.52,-2.17854
13.528,-2.17667
13.536,-2.17472
13.544,-2.17269
13.552,-2.17058
13.56,-2.16839
13.568,-2.16613
13.576,-2.16379
13.584,-2.16137
13.592,-2.15887
13.6,-2.1563
13.608,-2.15364
13.616,-2.15092
13.624,-2.14811
13.632,-2.14523
13.64,-2.14227
13.648,-2.13923
13.656,-2.13612
13.664,-2.13293
13.672,-2.12967
13.68,-2.12633
13.688,-2.12291
13.696,-2.11941
13.704,-2.11585
13.712,-2.1122
13.72,-2.10848
13.728,-2.10469
13.736,-2.10081
13.744,-2.09687
13.752,-2.09285
13.76,-2.08875
13.768,-2.08458
13.776,-2.08034
13.784,-2.07602
13.792,-2.07163
13.8,-2.06716
13.808,-2.06262
13.816,-2.05801
13.824,-2.05332
13.832,-2.04856
13.84,-2.04373
13.848,-2.03882
13.856,-2.03384
13.864,-2.02879
13.872,-2.02367
13.88,-2.01847
13.888,-2.01321
13.896,-2.00787
13.904,-2.00246
13.912,-1.99698
13.92,-1.99142
13.928,-1.9858
13.936,-1.98011
13.944,-1.97434
13.952,-1.96851
13.96,-1.96261
13.968,-1.95663
13.976,-1.95059
13.984,-1.94448
13.992,-1.9383
14,-1.93205
14.008,-1.92573
14.016,-1.91935
14.024,-1.91289
14.032,-1.90637
14.04,-1.89979
14.048,-1.89313
14.056,-1.88641
14.064,-1.87962
14.072,-1.87276
14.08,-1.86584
14.088,-1.85886
14.096,-1.8518
14.104,-1.84469
14.112,-1.8375
14.12,-1.83026
14.128,-1.82294
14.136,-1.81557
14.144,-1.80813
14.152,-1.80063
14.16,-1.79306
14.168,-1.78543
14.176,-1.77774
14.184,-1.76999
14.192,-1.76217
14.2,-1.75429
14.208,-1.74635
14.216,-1.73835
14.224,-1.73029
14.232,-1.72217
14.24,-1.71399
14.248,-1.70575
14.256,-1.69745
14.264,-1.68909
14.272,-1.68067
14.28,-1.67219
14.288,-1.66366
14.296,-1.65507
14.304,-1.64642
14.312,-1.63771
14.32,-1.62895
14.328,-1.62012
14.336,-1.61125
14.344,-1.60232
14.352,-1.59333
14.36,-1.58429
14.368,-1.57519
14.376,-1.56604
14.384,-1.55683
14.392,-1.54757
14.4,-1.53826
14.408,-1.5289
14.416,-1.51948
14.424,-1.51001
14.432,-1.50049
14.44,-1.49092
14.448,-1.48129
14.456,-1.47162
14.464,-1.46189
14.472,-1.45212
14.48,-1.4423
14.488,-1.43242
14.496,-1.4225
14.504,-1.41253
14.512,-1.40251
14.52,-1.39245
14.528,-1.38234
14.536,-1.37218
14.544,-1.36197
14.552,-1.35172
14.56,-1.34143
14.568,-1.33109
14.576,-1.3207
14.584,-1.31027
14.592,-1.2998
14.6,-1.28928
14.608,-1.27872
14.616,-1.26811
14.624,-1.25747
14.632,-1.24678
14.64,-1.23605
14.648,-1.22528
14.656,-1.21448
14.664,-1.20363
14.672,-1.19274
14.68,-1.18181
14.688,-1.17084
14.696,-1.15983
14.704,-1.14879
14.712,-1.13771
14.72,-1.12659
14.728,-1.11544
14.736,-1.10425
14.744,-1.09302
14.752,-1.08176
14.76,-1.07046
14.768,-1.05913
14.776,-1.04777
14.784,-1.03637
14.792,-1.02494
14.8,-1.01347
14.808,-1.00198
14.816,-0.99045
14.824,-0.978891
14.832,-0.967301
14.84,-0.955682
14.848,-0.944032
14.856,-0.932353
14.864,-0.920645
14.872,-0.908908
14.88,-0.897144
14.888,-0.885352
14.896,-0.873533
14.904,-0.861688
14.912,-0.849816
14.92,-0.837919
14.928,-0.825996
14.936,-0.814049
14.944,-0.802077
14.952,-0.790082
14.96,-0.778064
14.968,-0.766022
14.976,-0.753959
14.984,-0.741873
14.992,-0.729766
15,-0.717638
15.008,-0.70549
15.016,-0.693321
15.024,-0.681134
15.032,-0.668927
15.04,-0.656702
15.048,-0.644458
15.056,-0.632198
15.064,-0.61992
15.072,-0.607625
15.08,-0.595315
15.088,-0.582989
15.096,-0.570647
15.104,-0.558291
15.112,-0.545921
15.12,-0.533537
15.128,-0.521141
15.136,-0.508731
15.144,-0.496309
15.152,-0.483876
15.16,-0.471431
15.168,-0.458976
15.176,-0.44651
15.184,-0.434035
15.192,-0.42155
15.2,-0.409057
15.208,-0.396555
15.216,-0.384046
15.224,-0.371529
15.232,-0.359006
15.24,-0.346476
15.248,-0.333941
15.256,-0.3214
15.264,-0.308855
15.272,-0.296305
15.28,-0.283751
15.288,-0.271194
15.296,-0.258635
15.304,-0.246073
15.312,-0.233509
15.32,-0.220944
15.328,-0.208378
15.336,-0.195811
15.344,-0.183245
15.352,-0.17068
15.36,-0.158115
15.368,-0.145552
15.376,-0.132992
15.384,-0.120434
15.392,-0.107879
15.4,-0.0953281
15.408,-0.0827811
15.416,-0.0702387
15.424,-0.0577015
15.432,-0.0451698
15.44,-0.0326443
15.448,-0.0201254
15.456,-0.00761359
15.464,0.00489063
15.472,0.0173868
15.48,0.0298743
15.488,0.0423528
15.496,0.0548217
15.504,0.0672805
15.512,0.0797288
15.52,0.0921661
15.528,0.104592
15.536,0.117005
15.544,0.129407
15.552,0.141795
15.56,0.154169
15.568,0.16653
15.576,0.178876
15.584,0.191208
15.592,0.203523
15.6,0.215823
15.608,0.228107
15.616,0.240373
15.624,0.252623
15.632,0.264854
15.64,0.277067
15.648,0.289261
15.656,0.301436
15.664,0.313591
15.672,0.325726
15.68,0.33784
15.688,0.349932
15.696,0.362003
15.704,0.374052
15.712,0.386079
15.72,0.398082
15.728,0.410061
15.736,0.422016
15.744,0.433947
15.752,0.445853
15.76,0.457733
15.768,0.469588
15.776,0.481416
15.784,0.493216
15.792,0.50499
15.8,0.516736
15.808,0.528453
15.816,0.540142
15.824,0.551802
15.832,0.563431
15.84,0.575031
15.848,0.5866
15.856,0.598138
15.864,0.609645
15.872,0.621119
15.88,0.632562
15.888,0.643971
15.896,0.655347
15.904,0.666689
15.912,0.677997
15.92,0.68927
15.928,0.700509
15.936,0.711711
15.944,0.722878
15.952,0.734008
15.96,0.745102
15.968,0.756158
15.976,0.767176
15.984,0.778156
15.992,0.789098
16,0.8
16.008,0.810863
16.016,0.821686
16.024,0.832469
16.032,0.843211
16.04,0.853912
16.048,0.864571
16.056,0.875188
16.064,0.885763
16.072,0.896295
16.08,0.906783
16.088,0.917228
16.096,0.927629
16.104,0.937985
16.112,0.948296
16.12,0.958562
16.128,0.968783
16.136,0.978957
16.144,0.989084
16.152,0.999165
16.16,1.0092
16.168,1.01918
16.176,1.02912
16.184,1.03901
16.192,1.04885
16.2,1.05864
16.208,1.06838
16.216,1.07807
16.224,1.08771
16.232,1.0973
16.24,1.10684
16.248,1.11633
16.256,1.12576
16.264,1.13515
16.272,1.14448
16.28,1.15375
16.288,1.16298
16.296,1.17214
16.304,1.18126
16.312,1.19032
16.32,1.19933
16.328,1.20828
16.336,1.21717
16.344,1.22601
16.352,1.23479
16.36,1.24352
16.368,1.25219
16.376,1.2608
16.384,1.26936
16.392,1.27785
16.4,1.28629
16.408,1.29467
16.416,1.30299
16.424,1.31125
16.432,1.31945
16.44,1.32759
16.448,1.33567
16.456,1.34369
16.464,1.35165
16.472,1.35955
16.48,1.36739
16.488,1.37516
16.496,1.38287
16.504,1.39052
16.512,1.39811
16.52,1.40563
16.528,1.4131
16.536,1.42049
16.544,1.42783
16.552,1.43509
16.56,1.4423
16.568,1.44944
16.576,1.45651
16.584,1.46352
16.592,1.47046
16.6,1.47734
16.608,1.48415
16.616,1.4909
16.624,1.49757
16.632,1.50419
16.64,1.51073
16.648,1.5172
16.656,1.52361
16.664,1.52995
16.672,1.53622
16.68,1.54243
16.688,1.54856
16.696,1.55463
16.704,1.56062
16.712,1.56655
16.72,1.57241
16.728,1.57819
16.736,1.58391
16.744,1.58956
16.752,1.59513
16.76,1.60064
16.768,1.60607
16.776,1.61143
16.784,1.61672
16.792,1.62194
16.8,1.62709
16.808,1.63217
16.816,1.63717
16.824,1.6421
16.832,1.64696
16.84,1.65174
16.848,1.65645
16.856,1.66109
16.864,1.66566
16.872,1.67015
16.88,1.67456
16.888,1.67891
16.896,1.68318
16.904,1.68737
16.912,1.69149
16.92,1.69554
16.928,1.69951
16.936,1.7034
16.944,1.70722
16.952,1.71097
16.96,1.71464
16.968,1.71823
16.976,1.72175
16.984,1.72519
16.992,1.72856
17,1.73185
17.008,1.73507
17.016,1.7382
17.024,1.74127
17.032,1.74425
17.04,1.74716
17.048,1.74999
17.056,1.75274
17.064,1.75542
17.072,1.75802
17.08,1.76054
17.088,1.76299
17.096,1.76536
17.104,1.76765
17.112,1.76986
17.12,1.77199
17.128,1.77405
17.136,1.77603
17.144,1.77793
17.152,1.77975
17.16,1.7815
17.168,1.78316
17.176,1.78475
17.184,1.78626
17.192,1.78769
17.2,1.78904
17.208,1.79032
17.216,1.79151
17.224,1.79263
17.232,1.79367
17.24,1.79463
17.248,1.79551
17.256,1.79631
17.264,1.79704
17.272,1.79768
17.28,1.79825
17.288,1.79873
17.296,1.79914
17.304,1.79947
17.312,1.79972
17.32,1.79989
17.328,1.79998
17.336,1.8
17.344,1.79993
17.352,1.79979
17.36,1.79956
17.368,1.79926
17.376,1.79888
17.384,1.79842
17.392,1.79788
17.4,1.79726
17.408,1.79656
17.416,1.79579
17.424,1.79493
17.432,1.794
17.44,1.79299
17.448,1.79189
17.456,1.79073
17.464,1.78948
17.472,1.78815
17.48,1.78675
17.488,1.78526
17.496,1.7837
17.504,1.78206
17.512,1.78034
17.52,1.77854
17.528,1.77667
17.536,1.77472
17.544,1.77269
17.552,1.77058
17.56,1.76839
17.568,1.76613
17.576,1.76379
17.584,1.76137
17.592,1.75887
17.6,1.7563
17.608,1.75364
17.616,1.75092
17.624,1.74811
17.632,1.74523
17.64,1.74227
17.648,1.73923
17.656,1.73612
17.664,1.73293
17.672,1.72967
17.68,1.72633
17.688,1.72291
17.696,1.71941
17.704,1.71585
17.712,1.7122
17.72,1.70848
17.728,1.70469
17.736,1.70081
17.744,1.69687
17.752,1.69285
17.76,1.68875
17.768,1.68458
17.776,1.68034
17.784,1.67602
17.792,1.67163
17.8,1.66716
17.808,1.66262
17.816,1.65801
17.824,1.65332
17.832,1.64856
17.84,1.64373
17.848,1.63882
17.856,1.63384
17.864,1.62879
17.872,1.62367
17.88,1.61847
17.888,1.61321
17.896,1.60787
17.904,1.60246
17.912,1.59698
17.92,1.59142
17.928,1.5858
17.936,1.58011
17.944,1.57434
17.952,1.56851
17.96,1.56261
17.968,1.55663
17.976,1.55059
17.984,1.54448
17.992,1.5383
18,1.53205
18.008,1.52573
18.016,1.51935
18.024,1.51289
18.032,1.50637
18.04,1.49979
18.048,1.49313
18.056,1.48641
18.064,1.47962
18.072,1.47276
18.08,1.46584
18.088,1.45886
18.096,1.4518
18.104,1.44469
18.112,1.4375
18.12,1.43026
18.128,1.42294
18.136,1.41557
18.144,1.40813
18.152,1.40063
18.16,1.39306
18.168,1.38543
18.176,1.37774
18.184,1.36999
18.192,1.36217
18.2,1.35429
18.208,1.34635
18.216,1.33835
18.224,1.33029
18.232,1.32217
18.24,1.31399
18.248,1.30575
18.256,1.29745
18.264,1.28909
18.272,1.28067
18.28,1.27219
18.288,1.26366
18.296,1.25507
18.304,1.24642
18.312,1.23771
18.32,1.22895
18.328,1.22012
18.336,1.21125
18.344,1.20232
18.352,1.19333
18.36,1.18429
18.368,1.17519
18.376,1.16604
18.384,1.15683
18.392,1.14757
18.4,1.13826
18.408,1.1289
18.416,1.11948
18.424,1.11001
18.432,1.10049
18.44,1.09092
18.448,1.08129
18.456,1.07162
18.464,1.06189
18.472,1.05212
18.48,1.0423
18.488,1.03242
18.496,1.0225
18.504,1.01253
18.512,1.00251
18.52,0.99245
18.528,0.982338
18.536,0.972179
18.544,0.961974
18.552,0.951723
18.56,0.941427
18.568,0.931086
18.576,0.9207
18.584,0.91027
18.592,0.899796
18.6,0.889278
18.608,0.878718
18.616,0.868115
18.624,0.857469
18.632,0.846782
18.64,0.836054
18.648,0.825285
18.656,0.814475
18.664,0.803625
18.672,0.792736
18.68,0.781808
18.688,0.77084
18.696,0.759835
18.704,0.748791
18.712,0.73771
18.72,0.726592
18.728,0.715437
18.736,0.704247
18.744,0.69302
18.752,0.681759
18.76,0.670462
18.768,0.659131
18.776,0.647767
18.784,0.636368
18.792,0.624937
18.8,0.613473
18.808,0.601977
18.816,0.59045
18.824,0.578891
18.832,0.567301
18.84,0.555682
18.848,0.544032
18.856,0.532353
18.864,0.520645
18.872,0.508908
18.88,0.497144
18.888,0.485352
18.896,0.473533
18.904,0.461688
18.912,0.449816
18.92,0.437919
18.928,0.425996
18.936,0.414049
18.944,0.402077
18.952,0.390082
18.96,0.378064
18.968,0.366022
18.976,0.353959
18.984,0.341873
18.992,0.329766
19,0.317638
19.008,0.30549
19.016,0.293321
19.024,0.281134
19.032,0.268927
19.04,0.256702
19.048,0.244458
19.056,0.232198
19.064,0.21992
19.072,0.207625
19.08,0.195315
19.088,0.182989
19.096,0.170647
19.104,0.158291
19.112,0.145921
19.12,0.133537
19.128,0.121141
19.136,0.108731
19.144,0.0963093
19.152,0.0838758
19.16,0.0714311
19.168,0.0589758
19.176,0.0465102
19.184,0.0340348
19.192,0.0215502
19.2,0.00905693
19.208,-0.00344465
19.216,-0.015954
19.224,-0.0284706
19.232,-0.040994
19.24,-0.0535236
19.248,-0.066059
19.256,-0.0785998
19.264,-0.0911453
19.272,-0.103695
19.28,-0.116249
19.288,-0.128806
19.296,-0.141365
19.304,-0.153927
19.312,-0.166491
19.32,-0.179056
19.328,-0.191622
19.336,-0.204189
19.344,-0.216755
19.352,-0.22932
19.36,-0.241885
19.368,-0.254448
19.376,-0.267008
19.384,-0.279566
19.392,-0.292121
19.4,-0.304672
19.408,-0.317219
19.416,-0.329761
19.424,-0.342299
19.432,-0.35483
19.44,-0.367356
19.448,-0.379875
19.456,-0.392386
19.464,-0.404891
19.472,-0.417387
19.48,-0.429874
19.488,-0.442353
19.496,-0.454822
19.504,-0.467281
19.512,-0.479729
19.52,-0.492166
19.528,-0.504592
19.536,-0.517005
19.544,-0.529407
19.552,-0.541795
19.56,-0.554169
19.568,-0.56653
19.576,-0.578876
19.584,-0.591208
19.592,-0.603523
19.6,-0.615823
19.608,-0.628107
19.616,-0.640373
19.624,-0.652623
19.632,-0.664854
19.64,-0.677067
19.648,-0.689261
19.656,-0.701436
19.664,-0.713591
19.672,-0.725726
19.68,-0.73784
19.688,-0.749932
19.696,-0.762003
19.704,-0.774052
19.712,-0.786079
19.72,-0.798082
19.728,-0.810061
19.736,-0.822016
19.744,-0.833947
19.752,-0.845853
19.76,-0.857733
19.768,-0.869588
19.776,-0.881416
19.784,-0.893216
19.792,-0.90499
19.8,-0.916736
19.808,-0.928453
19.816,-0.940142
19.824,-0.951802
19.832,-0.963431
19.84,-0.975031
19.848,-0.9866
19.856,-0.998138
19.864,-1.00964
19.872,-1.02112
19.88,-1.03256
19.888,-1.04397
19.896,-1.05535
19.904,-1.06669
19.912,-1.078
19.92,-1.08927
19.928,-1.10051
19.936,-1.11171
19.944,-1.12288
19.952,-1.13401
19.96,-1.1451
19.968,-1.15616
19.976,-1.16718
19.984,-1.17816
19.992,-1.1891
20,-1.2
20.008,-1.21086
20.016,-1.22169
20.024,-1.23247
20.032,-1.24321
20.04,-1.25391
20.048,-1.26457
20.056,-1.27519
20.064,-1.28576
20.072,-1.29629
20.08,-1.30678
20.088,-1.31723
20.096,-1.32763
20.104,-1.33799
20.112,-1.3483
20.12,-1.35856
20.128,-1.36878
20.136,-1.37896
20.144,-1.38908
20.152,-1.39916
20.16,-1.4092
20.168,-1.41918
20.176,-1.42912
20.184,-1.43901
20.192,-1.44885
20.2,-1.45864
20.208,-1.46838
20.216,-1.47807
20.224,-1.48771
20.232,-1.4973
20.24,-1.50684
20.248,-1.51633
20.256,-1.52576
20.264,-1.53515
20.272,-1.54448
20.28,-1.55375
20.288,-1.56298
20.296,-1.57214
20.304,-1.58126
20.312,-1.59032
20.32,-1.59933
20.328,-1.60828
20.336,-1.61717
20.344,-1.62601
20.352,-1.63479
20.36,-1.64352
20.368,-1.65219
20.376,-1.6608
20.384,-1.66936
20.392,-1.67785
20.4,-1.68629
20.408,-1.69467
20.416,-1.70299
20.424,-1.71125
20.432,-1.71945
20.44,-1.72759
20.448,-1.73567
20.456,-1.74369
20.464,-1.75165
20.472,-1.75955
20.48,-1.76739
20.488,-1.77516
20.496,-1.78287
20.504,-1.79052
20.512,-1.79811
20.52,-1.80563
20.528,-1.8131
20.536,-1.82049
20.544,-1.82783
20.552,-1.83509
20.56,-1.8423
20.568,-1.84944
20.576,-1.85651
20.584,-1.86352
20.592,-1.87046
20.6,-1.87734
20.608,-1.88415
20.616,-1.8909
20.624,-1.89757
20.632,-1.90419
20.64,-1.91073
20.648,-1.9172
20.656,-1.92361
20.664,-1.92995
20.672,-1.93622
20.68,-1.94243
20.688,-1.94856
20.696,-1.95463
20.704,-1.96062
20.712,-1.96655
20.72,-1.97241
20.728,-1.97819
20.736,-1.98391
20.744,-1.98956
20.752,-1.99513
20.76,-2.00064
20.768,-2.00607
20.776,-2.01143
20.784,-2.01672
20.792,-2.02194
20.8,-2.02709
20.808,-2.03217
20.816,-2.03717
20.824,-2.0421
20.832,-2.04696
20.84,-2.05174
20.848,-2.05645
20.856,-2.06109
20.864,-2.06566
20.872,-2.07015
20.88,-2.07456
20.888,-2.07891
20.896,-2.08318
20.904,-2.08737
20.912,-2.09149
20.92,-2.09554
20.928,-2.09951
20.936,-2.1034
20.944,-2.10722
20.952,-2.11097
20.96,-2.11464
20.968,-2.11823
20.976,-2.12175
20.984,-2.12519
20.992,-2.12856
21,-2.13185
21.008,-2.13507
21.016,-2.1382
21.024,-2.14127
21.032,-2.14425
21.04,-2.14716
21.048,-2.14999
21.056,-2.15274
21.064,-2.15542
21.072,-2.15802
21.08,-2.16054
21.088,-2.16299
21.096,-2.16536
21.104,-2.16765
21.112,-2.16986
21.12,-2.17199
21.128,-2.17405
21.136,-2.17603
21.144,-2.17793
21.152,-2.17975
21.16,-2.1815
21.168,-2.18316
21.176,-2.18475
21.184,-2.18626
21.192,-2.18769
21.2,-2.18904
21.208,-2.19032
21.216,-2.19151
21.224,-2.19263
21.232,-2.19367
21.24,-2.19463
21.248,-2.19551
21.256,-2.19631
21.264,-2.19704
21.272,-2.19768
21.28,-2.19825
21.288,-2.19873
21.296,-2.19914
21.304,-2.19947
21.312,-2.19972
21.32,-2.19989
21.328,-2.19998
21.336,-2.2
21.344,-2.19993
21.352,-2.19979
21.36,-2.19956
21.368,-2.19926
21.376,-2.19888
21.384,-2.19842
21.392,-2.19788
21.4,-2.19726
21.408,-2.19656
21.416,-2.19579
21.424,-2.19493
21.432,-2.194
21.44,-2.19299
21.448,-2.19189
21.456,-2.19073
21.464,-2.18948
21.472,-2.18815
21.48,-2.18675
21.488,-2.18526
21.496,-2.1837
21.504,-2.18206
21.512,-2.18034
21.52,-2.17854
21.528,-2.17667
21.536,-2.17472
21.544,-2.17269
21.552,-2.17058
21.56,-2.16839
21.568,-2.16613
21.576,-2.16379
21.584,-2.16137
21.592,-2.15887
21.6,-2.1563
21.608,-2.15364
21.616,-2.15092
21.624,-2.14811
21.632,-2.14523
21.64,-2.14227
21.648,-2.13923
21.656,-2.13612
21.664,-2.13293
21.672,-2.12967
21.68,-2.12633
21.688,-2.12291
21.696,-2.11941
21.704,-2.11585
21.712,-2.1122
21.72,-2.10848
21.728,-2.10469
21.736,-2.10081
21.744,-2.09687
21.752,-2.09285
21.76,-2.08875
21.768,-2.08458
21.776,-2.08034
21.784,-2.07602
21.792,-2.07163
21.8,-2.06716
21.808,-2.06262
21.816,-2.05801
21.824,-2.05332
21.832,-2.04856
21.84,-2.04373
21.848,-2.03882
21.856,-2.03384
21.864,-2.02879
21.872,-2.02367
21.88,-2.01847
21.888,-2.01321
21.896,-2.00787
21.904,-2.00246
21.912,-1.99698
21.92,-1.99142
21.928,-1.9858
21.936,-1.98011
21.944,-1.97434
21.952,-1.96851
21.96,-1.96261
21.968,-1.95663
21.976,-1.95059
21.984,-1.94448
21.992,-1.9383
22,-1.93205
22.008,-1.92573
22.016,-1.91935
22.024,-1.91289
22.032,-1.90637
22.04,-1.89979
22.048,-1.89313
22.056,-1.88641
22.064,-1.87962
22.072,-1.87276
22.08,-1.86584
22.088,-1.85886
22.096,-1.8518
22.104,-1.84469
22.112,-1.8375
22.12,-1.83026
22.128,-1.82294
22.136,-1.81557
22.144,-1.80813
22.152,-1.80063
22.16,-1.79306
22.168,-1.78543
22.176,-1.77774
22.184,-1.76999
22.192,-1.76217
22.2,-1.75429
22.208,-1.74635
22.216,-1.73835
22.224,-1.73029
22.232,-1.72217
22.24,-1.71399
22.248,-1.70575
22.256,-1.69745
22.264,-1.68909
22.272,-1.68067
22.28,-1.67219
22.288,-1.66366
22.296,-1.65507
22.304,-1.64642
22.312,-1.63771
22.32,-1.62895
22.328,-1.62012
22.336,-1.61125
22.344,-1.60232
22.352,-1.59333
22.36,-1.58429
22.368,-1.57519
22.376,-1.56604
22.384,-1.55683
22.392,-1.54757
22.4,-1.53826
22.408,-1.5289
22.416,-1.51948
22.424,-1.51001
22.432,-1.50049
22.44,-1.49092
22.448,-1.48129
22.456,-1.47162
22.464,-1.46189
22.472,-1.45212
22.48,-1.4423
22.488,-1.43242
22.496,-1.4225
22.504,-1.41253
22.512,-1.40251
22.52,-1.39245
22.528,-1.38234
22.536,-1.37218
22.544,-1.36197
22.552,-1.35172
22.56,-1.34143
22.568,-1.33109
22.576,-1.3207
22.584,-1.31027
22.592,-1.2998
22.6,-1.28928
22.608,-1.27872
22.616,-1.26811
22.624,-1.25747
22.632,-1.24678
22.64,-1.23605
22.648,-1.22528
22.656,-1.21448
22.664,-1.20363
22.672,-1.19274
22.68,-1.18181
22.688,-1.17084
22.696,-1.15983
22.704,-1.14879
22.712,-1.13771
22.72,-1.12659
22.728,-1.11544
22.736,-1.10425
22.744,-1.09302
22.752,-1.08176
22.76,-1.07046
22.768,-1.05913
22.776,-1.04777
22.784,-1.03637
22.792,-1.02494
22.8,-1.01347
22.808,-1.00198
22.816,-0.99045
22.824,-0.978891
22.832,-0.967301
22.84,-0.955682
22.848,-0.944032
22.856,-0.932353
22.864,-0.920645
22.872,-0.908908
22.88,-0.897144
22.888,-0.885352
22.896,-0.873533
22.904,-0.861688
22.912,-0.849816
22.92,-0.837919
22.928,-0.825996
22.936,-0.814049
22.944,-0.802077
22.952,-0.790082
22.96,-0.778064
22.968,-0.766022
22.976,-0.753959
22.984,-0.741873
22.992,-0.729766
23,-0.717638
23.008,-0.70549
23.016,-0.693321
23.024,-0.681134
23.032,-0.668927
23.04,-0.656702
23.048,-0.644458
23.056,-0.632198
23.064,-0.61992
23.072,-0.607625
23.08,-0.595315
23.088,-0.582989
23.096,-0.570647
23.104,-0.558291
23.112,-0.545921
23.12,-0.533537
23.128,-0.521141
23.136,-0.508731
23.144,-0.496309
23.152,-0.483876
23.16,-0.471431
23.168,-0.458976
23.176,-0.44651
23.184,-0.434035
23.192,-0.42155
23.2,-0.409057
23.208,-0.396555
23.216,-0.384046
23.224,-0.371529
23.232,-0.359006
23.24,-0.346476
23.248,-0.333941
23.256,-0.3214
23.264,-0.308855
23.272,-0.296305
23.28,-0.283751
23.288,-0.271194
23.296,-0.258635
23.304,-0.246073
23.312,-0.233509
23.32,-0.220944
23.328,-0.208378
23.336,-0.195811
23.344,-0.183245
23.352,-0.17068
23.36,-0.158115
23.368,-0.145552
23.376,-0.132992
23.384,-0.120434
23.392,-0.107879
23.4,-0.0953281
23.408,-0.0827811
23.416,-0.0702387
23.424,-0.0577015
23.432,-0.0451698
