Time,Scale
4.802,-3.16264
4.804,-3.16883
4.806,-3.17502
4.808,-3.18121
4.81,-3.18738
4.812,-3.19355
4.814,-3.19971
4.816,-3.20586
4.818,-3.21201
4.82,-3.21814
4.822,-3.22427
4.824,-3.23039
4.826,-3.2365
4.828,-3.2426
4.83,-3.24869
4.832,-3.25477
4.834,-3.26084
4.836,-3.2669
4.838,-3.27295
4.84,-3.27899
4.842,-3.28502
4.844,-3.29104
4.846,-3.29704
4.848,-3.30304
4.85,-3.30902
4.852,-3.31499
4.854,-3.32094
4.856,-3.32689
4.858,-3.33282
4.86,-3.33874
4.862,-3.34464
4.864,-3.35053
4.866,-3.35641
4.868,-3.36228
4.87,-3.36812
4.872,-3.37396
4.874,-3.37978
4.876,-3.38558
4.878,-3.39137
4.88,-3.39715
4.882,-3.40291
4.884,-3.40865
4.886,-3.41438
4.888,-3.42009
4.89,-3.42578
4.892,-3.43146
4.894,-3.43712
4.896,-3.44276
4.898,-3.44838
4.9,-3.45399
4.902,-3.45958
4.904,-3.46515
4.906,-3.4707
4.908,-3.47624
4.91,-3.48175
4.912,-3.48725
4.914,-3.49273
4.916,-3.49819
4.918,-3.50362
4.92,-3.50904
4.922,-3.51444
4.924,-3.51982
4.926,-3.52517
4.928,-3.53051
4.93,-3.53583
4.932,-3.54112
4.934,-3.54639
4.936,-3.55165
4.938,-3.55688
4.94,-3.56208
4.942,-3.56727
4.944,-3.57243
4.946,-3.57757
4.948,-3.58269
4.95,-3.58779
4.952,-3.59286
4.954,-3.5979
4.956,-3.60293
4.958,-3.60793
4.96,-3.61291
4.962,-3.61786
4.964,-3.62279
4.966,-3.62769
4.968,-3.63257
4.97,-3.63742
4.972,-3.64225
4.974,-3.64706
4.976,-3.65183
4.978,-3.65659
4.98,-3.66131
4.982,-3.66601
4.984,-3.67069
4.986,-3.67533
4.988,-3.67995
4.99,-3.68455
4.992,-3.68911
4.994,-3.69365
4.996,-3.69817
4.998,-3.70265
5,-3.70711
5.002,-3.71154
5.004,-3.71594
5.006,-3.72031
5.008,-3.72465
5.01,-3.72897
5.012,-3.73326
5.014,-3.73751
5.016,-3.74174
5.018,-3.74594
5.02,-3.75011
5.022,-3.75425
5.024,-3.75836
5.026,-3.76244
5.028,-3.76649
5.03,-3.77051
5.032,-3.7745
5.034,-3.77846
5.036,-3.78239
5.038,-3.78629
5.04,-3.79016
5.042,-3.79399
5.044,-3.79779
5.046,-3.80157
5.048,-3.80531
5.05,-3.80902
5.052,-3.81269
5.054,-3.81634
5.056,-3.81995
5.058,-3.82353
5.06,-3.82708
5.062,-3.8306
5.064,-3.83408
5.066,-3.83753
5.068,-3.84094
5.07,-3.84433
5.072,-3.84768
5.074,-3.85099
5.076,-3.85428
5.078,-3.85753
5.08,-3.86074
5.082,-3.86392
5.084,-3.86707
5.086,-3.87018
5.088,-3.87326
5.09,-3.87631
5.092,-3.87932
5.094,-3.88229
5.096,-3.88523
5.098,-3.88814
5.1,-3.89101
5.102,-3.89384
5.104,-3.89664
5.106,-3.89941
5.108,-3.90213
5.11,-3.90483
5.112,-3.90748
5.114,-3.91011
5.116,-3.91269
5.118,-3.91524
5.12,-3.91775
5.122,-3.92023
5.124,-3.92267
5.126,-3.92508
5.128,-3.92745
5.13,-3.92978
5.132,-3.93207
5.134,-3.93433
5.136,-3.93655
5.138,-3.93873
5.14,-3.94088
5.142,-3.94299
5.144,-3.94506
5.146,-3.9471
5.148,-3.9491
5.15,-3.95106
5.152,-3.95298
5.154,-3.95486
5.156,-3.95671
5.158,-3.95852
5.16,-3.96029
5.162,-3.96203
5.164,-3.96372
5.166,-3.96538
5.168,-3.967
5.17,-3.96858
5.172,-3.97013
5.174,-3.97163
5.176,-3.9731
5.178,-3.97453
5.18,-3.97592
5.182,-3.97727
5.184,-3.97858
5.186,-3.97986
5.188,-3.98109
5.19,-3.98229
5.192,-3.98345
5.194,-3.98456
5.196,-3.98564
5.198,-3.98669
5.2,-3.98769
5.202,-3.98865
5.204,-3.98958
5.206,-3.99046
5.208,-3.99131
5.21,-3.99211
5.212,-3.99288
5.214,-3.99361
5.216,-3.9943
5.218,-3.99495
5.22,-3.99556
5.222,-3.99613
5.224,-3.99667
5.226,-3.99716
5.228,-3.99761
5.23,-3.99803
5.232,-3.9984
5.234,-3.99874
5.236,-3.99903
5.238,-3.99929
5.24,-3.99951
5.242,-3.99968
5.244,-3.99982
5.246,-3.99992
5.248,-3.99998
5.25,-4
5.252,-3.99998
5.254,-3.99992
5.256,-3.99982
5.258,-3.99968
5.26,-3.99951
5.262,-3.99929
5.264,-3.99903
5.266,-3.99874
5.268,-3.9984
5.27,-3.99803
5.272,-3.99761
5.274,-3.99716
5.276,-3.99667
5.278,-3.99613
5.28,-3.99556
5.282,-3.99495
5.284,-3.9943
5.286,-3.99361
5.288,-3.99288
5.29,-3.99211
5.292,-3.99131
5.294,-3.99046
5.296,-3.98958
5.298,-3.98865
5.3,-3.98769
5.302,-3.98669
5.304,-3.98564
5.306,-3.98456
5.308,-3.98345
5.31,-3.98229
5.312,-3.98109
5.314,-3.97986
5.316,-3.97858
5.318,-3.97727
5.32,-3.97592
5.322,-3.97453
5.324,-3.9731
5.326,-3.97163
5.328,-3.97013
5.33,-3.96858
5.332,-3.967
5.334,-3.96538
5.336,-3.96372
5.338,-3.96203
5.34,-3.96029
5.342,-3.95852
5.344,-3.95671
5.346,-3.95486
5.348,-3.95298
5.35,-3.95106
5.352,-3.9491
5.354,-3.9471
5.356,-3.94506
5.358,-3.94299
5.36,-3.94088
5.362,-3.93873
5.364,-3.93655
5.366,-3.93433
5.368,-3.93207
5.37,-3.92978
5.372,-3.92745
5.374,-3.92508
5.376,-3.92267
5.378,-3.92023
5.38,-3.91775
5.382,-3.91524
5.384,-3.91269
5.386,-3.91011
5.388,-3.90748
5.39,-3.90483
5.392,-3.90213
5.394,-3.89941
5.396,-3.89664
5.398,-3.89384
5.4,-3.89101
5.402,-3.88814
5.404,-3.88523
5.406,-3.88229
5.408,-3.87932
5.41,-3.87631
5.412,-3.87326
5.414,-3.87018
5.416,-3.86707
5.418,-3.86392
5.42,-3.86074
5.422,-3.85753
5.424,-3.85428
5.426,-3.85099
5.428,-3.84768
5.43,-3.84433
5.432,-3.84094
5.434,-3.83753
5.436,-3.83408
5.438,-3.8306
5.44,-3.82708
5.442,-3.82353
5.444,-3.81995
5.446,-3.81634
5.448,-3.81269
5.45,-3.80902
5.452,-3.80531
5.454,-3.80157
5.456,-3.79779
5.458,-3.79399
5.46,-3.79016
5.462,-3.78629
5.464,-3.78239
5.466,-3.77846
5.468,-3.7745
5.47,-3.77051
5.472,-3.76649
5.474,-3.76244
5.476,-3.75836
5.478,-3.75425
5.48,-3.75011
5.482,-3.74594
5.484,-3.74174
5.486,-3.73751
5.488,-3.73326
5.49,-3.72897
5.492,-3.72465
5.494,-3.72031
5.496,-3.71594
5.498,-3.71154
5.5,-3.70711
5.502,-3.70265
5.504,-3.69817
5.506,-3.69365
5.508,-3.68911
5.51,-3.68455
5.512,-3.67995
5.514,-3.67533
5.516,-3.67069
5.518,-3.66601
5.52,-3.66131
5.522,-3.65659
5.524,-3.65183
5.526,-3.64706
5.528,-3.64225
5.53,-3.63742
5.532,-3.63257
5.534,-3.62769
5.536,-3.62279
5.538,-3.61786
5.54,-3.61291
5.542,-3.60793
5.544,-3.60293
5.546,-3.5979
5.548,-3.59286
5.55,-3.58779
5.552,-3.58269
5.554,-3.57757
5.556,-3.57243
5.558,-3.56727
5.56,-3.56208
5.562,-3.55688
5.564,-3.55165
5.566,-3.54639
5.568,-3.54112
5.57,-3.53583
5.572,-3.53051
5.574,-3.52517
5.576,-3.51982
5.578,-3.51444
5.58,-3.50904
5.582,-3.50362
5.584,-3.49819
5.586,-3.49273
5.588,-3.48725
5.59,-3.48175
5.592,-3.47624
5.594,-3.4707
5.596,-3.46515
5.598,-3.45958
5.6,-3.45399
5.602,-3.44838
5.604,-3.44276
5.606,-3.43712
5.608,-3.43146
5.61,-3.42578
5.612,-3.42009
5.614,-3.41438
5.616,-3.40865
5.618,-3.40291
5.62,-3.39715
5.622,-3.39137
5.624,-3.38558
5.626,-3.37978
5.628,-3.37396
5.63,-3.36812
5.632,-3.36228
5.634,-3.35641
5.636,-3.35053
5.638,-3.34464
5.64,-3.33874
5.642,-3.33282
5.644,-3.32689
5.646,-3.32094
5.648,-3.31499
5.65,-3.30902
5.652,-3.30304
5.654,-3.29704
5.656,-3.29104
5.658,-3.28502
5.66,-3.27899
5.662,-3.27295
5.664,-3.2669
5.666,-3.26084
5.668,-3.25477
5.67,-3.24869
5.672,-3.2426
5.674,-3.2365
5.676,-3.23039
5.678,-3.22427
5.68,-3.21814
5.682,-3.21201
5.684,-3.20586
5.686,-3.19971
5.688,-3.19355
5.69,-3.18738
5.692,-3.18121
5.694,-3.17502
5.696,-3.16883
5.698,-3.16264
5.7,-3.15643
5.702,-3.15023
5.704,-3.14401
5.706,-3.13779
5.708,-3.13156
5.71,-3.12533
5.712,-3.1191
5.714,-3.11286
5.716,-3.10661
5.718,-3.10036
5.72,-3.09411
5.722,-3.08785
5.724,-3.08159
5.726,-3.07533
5.728,-3.06906
5.73,-3.06279
5.732,-3.05652
5.734,-3.05024
5.736,-3.04397
5.738,-3.03769
5.74,-3.03141
5.742,-3.02513
5.744,-3.01885
5.746,-3.01257
5.748,-3.00628
5.75,-3
5.752,-2.99372
5.754,-2.98743
5.756,-2.98115
5.758,-2.97487
5.76,-2.96859
5.762,-2.96231
5.764,-2.95603
5.766,-2.94976
5.768,-2.94348
5.77,-2.93721
5.772,-2.93094
5.774,-2.92467
5.776,-2.91841
5.778,-2.91215
5.78,-2.90589
5.782,-2.89964
5.784,-2.89339
5.786,-2.88714
5.788,-2.8809
5.79,-2.87467
5.792,-2.86844
5.794,-2.86221
5.796,-2.85599
5.798,-2.84977
5.8,-2.84357
5.802,-2.83736
5.804,-2.83117
5.806,-2.82498
5.808,-2.81879
5.81,-2.81262
5.812,-2.80645
5.814,-2.80029
5.816,-2.79414
5.818,-2.78799
5.82,-2.78186
5.822,-2.77573
5.824,-2.76961
5.826,-2.7635
5.828,-2.7574
5.83,-2.75131
5.832,-2.74523
5.834,-2.73916
5.836,-2.7331
5.838,-2.72705
5.84,-2.72101
5.842,-2.71498
5.844,-2.70896
5.846,-2.70296
5.848,-2.69696
5.85,-2.69098
5.852,-2.68501
5.854,-2.67906
5.856,-2.67311
5.858,-2.66718
5.86,-2.66126
5.862,-2.65536
5.864,-2.64947
5.866,-2.64359
5.868,-2.63772
5.87,-2.63188
5.872,-2.62604
5.874,-2.62022
5.876,-2.61442
5.878,-2.60863
5.88,-2.60285
5.882,-2.59709
5.884,-2.59135
5.886,-2.58562
5.888,-2.57991
5.89,-2.57422
5.892,-2.56854
5.894,-2.56288
5.896,-2.55724
5.898,-2.55162
5.9,-2.54601
5.902,-2.54042
5.904,-2.53485
5.906,-2.5293
5.908,-2.52376
5.91,-2.51825
5.912,-2.51275
5.914,-2.50727
5.916,-2.50181
5.918,-2.49638
5.92,-2.49096
5.922,-2.48556
5.924,-2.48018
5.926,-2.47483
5.928,-2.46949
5.93,-2.46417
5.932,-2.45888
5.934,-2.45361
5.936,-2.44835
5.938,-2.44312
5.94,-2.43792
5.942,-2.43273
5.944,-2.42757
5.946,-2.42243
5.948,-2.41731
5.95,-2.41221
5.952,-2.40714
5.954,-2.4021
5.956,-2.39707
5.958,-2.39207
5.96,-2.38709
5.962,-2.38214
5.964,-2.37721
5.966,-2.37231
5.968,-2.36743
5.97,-2.36258
5.972,-2.35775
5.974,-2.35294
5.976,-2.34817
5.978,-2.34341
5.98,-2.33869
5.982,-2.33399
5.984,-2.32931
5.986,-2.32467
5.988,-2.32005
5.99,-2.31545
5.992,-2.31089
5.994,-2.30635
5.996,-2.30183
5.998,-2.29735
6,-2.29289
6.002,-2.28846
6.004,-2.28406
6.006,-2.27969
6.008,-2.27535
6.01,-2.27103
6.012,-2.26674
6.014,-2.26249
6.016,-2.25826
6.018,-2.25406
6.02,-2.24989
6.022,-2.24575
6.024,-2.24164
6.026,-2.23756
6.028,-2.23351
6.03,-2.22949
6.032,-2.2255
6.034,-2.22154
6.036,-2.21761
6.038,-2.21371
6.04,-2.20984
6.042,-2.20601
6.044,-2.20221
6.046,-2.19843
6.048,-2.19469
6.05,-2.19098
6.052,-2.18731
6.054,-2.18366
6.056,-2.18005
6.058,-2.17647
6.06,-2.17292
6.062,-2.1694
6.064,-2.16592
6.066,-2.16247
6.068,-2.15906
6.07,-2.15567
6.072,-2.15232
6.074,-2.14901
6.076,-2.14572
6.078,-2.14247
6.08,-2.13926
6.082,-2.13608
6.084,-2.13293
6.086,-2.12982
6.088,-2.12674
6.09,-2.12369
6.092,-2.12068
6.094,-2.11771
6.096,-2.11477
6.098,-2.11186
6.1,-2.10899
6.102,-2.10616
6.104,-2.10336
6.106,-2.10059
6.108,-2.09787
6.11,-2.09517
6.112,-2.09252
6.114,-2.08989
6.116,-2.08731
6.118,-2.08476
6.12,-2.08225
6.122,-2.07977
6.124,-2.07733
6.126,-2.07492
6.128,-2.07255
6.13,-2.07022
6.132,-2.06793
6.134,-2.06567
6.136,-2.06345
6.138,-2.06127
6.14,-2.05912
6.142,-2.05701
6.144,-2.05494
6.146,-2.0529
6.148,-2.0509
6.15,-2.04894
6.152,-2.04702
6.154,-2.04514
6.156,-2.04329
6.158,-2.04148
6.16,-2.03971
6.162,-2.03797
6.164,-2.03628
6.166,-2.03462
6.168,-2.033
6.17,-2.03142
6.172,-2.02987
6.174,-2.02837
6.176,-2.0269
6.178,-2.02547
6.18,-2.02408
6.182,-2.02273
6.184,-2.02142
6.186,-2.02014
6.188,-2.01891
6.19,-2.01771
6.192,-2.01655
6.194,-2.01544
6.196,-2.01436
6.198,-2.01331
6.2,-2.01231
6.202,-2.01135
6.204,-2.01042
6.206,-2.00954
6.208,-2.00869
6.21,-2.00789
6.212,-2.00712
6.214,-2.00639
6.216,-2.0057
6.218,-2.00505
6.22,-2.00444
6.222,-2.00387
6.224,-2.00333
6.226,-2.00284
6.228,-2.00239
6.23,-2.00197
6.232,-2.0016
6.234,-2.00126
6.236,-2.00097
6.238,-2.00071
6.24,-2.00049
6.242,-2.00032
6.244,-2.00018
6.246,-2.00008
6.248,-2.00002
6.25,-2
6.252,-2.00002
6.254,-2.00008
6.256,-2.00018
6.258,-2.00032
6.26,-2.00049
6.262,-2.00071
6.264,-2.00097
6.266,-2.00126
6.268,-2.0016
6.27,-2.00197
6.272,-2.00239
6.274,-2.00284
6.276,-2.00333
6.278,-2.00387
6.28,-2.00444
6.282,-2.00505
6.284,-2.0057
6.286,-2.00639
6.288,-2.00712
6.29,-2.00789
6.292,-2.00869
6.294,-2.00954
6.296,-2.01042
6.298,-2.01135
6.3,-2.01231
6.302,-2.01331
6.304,-2.01436
6.306,-2.01544
6.308,-2.01655
6.31,-2.01771
6.312,-2.01891
6.314,-2.02014
6.316,-2.02142
6.318,-2.02273
6.32,-2.02408
6.322,-2.02547
6.324,-2.0269
6.326,-2.02837
6.328,-2.02987
6.33,-2.03142
6.332,-2.033
6.334,-2.03462
6.336,-2.03628
6.338,-2.03797
6.34,-2.03971
6.342,-2.04148
6.344,-2.04329
6.346,-2.04514
6.348,-2.04702
6.35,-2.04894
6.352,-2.0509
6.354,-2.0529
6.356,-2.05494
6.358,-2.05701
6.36,-2.05912
6.362,-2.06127
6.364,-2.06345
6.366,-2.06567
6.368,-2.06793
6.37,-2.07022
6.372,-2.07255
6.374,-2.07492
6.376,-2.07733
6.378,-2.07977
6.38,-2.08225
6.382,-2.08476
6.384,-2.08731
6.386,-2.08989
6.388,-2.09252
6.39,-2.09517
6.392,-2.09787
6.394,-2.10059
6.396,-2.10336
6.398,-2.10616
6.4,-2.10899
6.402,-2.11186
6.404,-2.11477
6.406,-2.11771
6.408,-2.12068
6.41,-2.12369
6.412,-2.12674
6.414,-2.12982
6.416,-2.13293
6.418,-2.13608
6.42,-2.13926
6.422,-2.14247
6.424,-2.14572
6.426,-2.14901
6.428,-2.15232
6.43,-2.15567
6.432,-2.15906
6.434,-2.16247
6.436,-2.16592
6.438,-2.1694
6.44,-2.17292
6.442,-2.17647
6.444,-2.18005
6.446,-2.18366
6.448,-2.18731
6.45,-2.19098
6.452,-2.19469
6.454,-2.19843
6.456,-2.20221
6.458,-2.20601
6.46,-2.20984
6.462,-2.21371
6.464,-2.21761
6.466,-2.22154
6.468,-2.2255
6.47,-2.22949
6.472,-2.23351
6.474,-2.23756
6.476,-2.24164
6.478,-2.24575
6.48,-2.24989
6.482,-2.25406
6.484,-2.25826
6.486,-2.26249
6.488,-2.26674
6.49,-2.27103
6.492,-2.27535
6.494,-2.27969
6.496,-2.28406
6.498,-2.28846
6.5,-2.29289
6.502,-2.29735
6.504,-2.30183
6.506,-2.30635
6.508,-2.31089
6.51,-2.31545
6.512,-2.32005
6.514,-2.32467
6.516,-2.32931
6.518,-2.33399
6.52,-2.33869
6.522,-2.34341
6.524,-2.34817
6.526,-2.35294
6.528,-2.35775
6.53,-2.36258
6.532,-2.36743
6.534,-2.37231
6.536,-2.37721
6.538,-2.38214
6.54,-2.38709
6.542,-2.39207
6.544,-2.39707
6.546,-2.4021
6.548,-2.40714
6.55,-2.41221
6.552,-2.41731
6.554,-2.42243
6.556,-2.42757
6.558,-2.43273
6.56,-2.43792
6.562,-2.44312
6.564,-2.44835
6.566,-2.45361
6.568,-2.45888
6.57,-2.46417
6.572,-2.46949
6.574,-2.47483
6.576,-2.48018
6.578,-2.48556
6.58,-2.49096
6.582,-2.49638
6.584,-2.50181
6.586,-2.50727
6.588,-2.51275
6.59,-2.51825
6.592,-2.52376
6.594,-2.5293
6.596,-2.53485
6.598,-2.54042
6.6,-2.54601
6.602,-2.55162
6.604,-2.55724
6.606,-2.56288
6.608,-2.56854
6.61,-2.57422
6.612,-2.57991
6.614,-2.58562
6.616,-2.59135
6.618,-2.59709
6.62,-2.60285
6.622,-2.60863
6.624,-2.61442
6.626,-2.62022
6.628,-2.62604
6.63,-2.63188
6.632,-2.63772
6.634,-2.64359
6.636,-2.64947
6.638,-2.65536
6.64,-2.66126
6.642,-2.66718
6.644,-2.67311
6.646,-2.67906
6.648,-2.68501
6.65,-2.69098
6.652,-2.69696
6.654,-2.70296
6.656,-2.70896
6.658,-2.71498
6.66,-2.72101
6.662,-2.72705
6.664,-2.7331
6.666,-2.73916
6.668,-2.74523
6.67,-2.75131
6.672,-2.7574
6.674,-2.7635
6.676,-2.76961
6.678,-2.77573
6.68,-2.78186
6.682,-2.78799
6.684,-2.79414
6.686,-2.80029
6.688,-2.80645
6.69,-2.81262
6.692,-2.81879
6.694,-2.82498
6.696,-2.83117
6.698,-2.83736
6.7,-2.84357
6.702,-2.84977
6.704,-2.85599
6.706,-2.86221
6.708,-2.86844
6.71,-2.87467
6.712,-2.8809
6.714,-2.88714
6.716,-2.89339
6.718,-2.89964
6.72,-2.90589
6.722,-2.91215
6.724,-2.91841
6.726,-2.92467
6.728,-2.93094
6.73,-2.93721
6.732,-2.94348
6.734,-2.94976
6.736,-2.95603
6.738,-2.96231
6.74,-2.96859
6.742,-2.97487
6.744,-2.98115
6.746,-2.98743
6.748,-2.99372
6.75,-3
6.752,-3.00628
6.754,-3.01257
6.756,-3.01885
6.758,-3.02513
6.76,-3.03141
6.762,-3.03769
6.764,-3.04397
6.766,-3.05024
6.768,-3.05652
6.77,-3.06279
6.772,-3.06906
6.774,-3.07533
6.776,-3.08159
6.778,-3.08785
6.78,-3.09411
6.782,-3.10036
6.784,-3.10661
6.786,-3.11286
6.788,-3.1191
6.79,-3.12533
6.792,-3.13156
6.794,-3.13779
6.796,-3.14401
6.798,-3.15023
6.8,-3.15643
6.802,-3.16264
6.804,-3.16883
6.806,-3.17502
6.808,-3.18121
6.81,-3.18738
6.812,-3.19355
6.814,-3.19971
6.816,-3.20586
6.818,-3.21201
6.82,-3.21814
6.822,-3.22427
6.824,-3.23039
6.826,-3.2365
6.828,-3.2426
6.83,-3.24869
6.832,-3.25477
6.834,-3.26084
6.836,-3.2669
6.838,-3.27295
6.84,-3.27899
6.842,-3.28502
6.844,-3.29104
6.846,-3.29704
6.848,-3.30304
6.85,-3.30902
6.852,-3.31499
6.854,-3.32094
6.856,-3.32689
6.858,-3.33282
6.86,-3.33874
6.862,-3.34464
6.864,-3.35053
6.866,-3.35641
6.868,-3.36228
6.87,-3.36812
6.872,-3.37396
6.874,-3.37978
6.876,-3.38558
6.878,-3.39137
6.88,-3.39715
6.882,-3.40291
6.884,-3.40865
6.886,-3.41438
6.888,-3.42009
6.89,-3.42578
6.892,-3.43146
6.894,-3.43712
6.896,-3.44276
6.898,-3.44838
6.9,-3.45399
6.902,-3.45958
6.904,-3.46515
6.906,-3.4707
6.908,-3.47624
6.91,-3.48175
6.912,-3.48725
6.914,-3.49273
6.916,-3.49819
6.918,-3.50362
6.92,-3.50904
6.922,-3.51444
6.924,-3.51982
6.926,-3.52517
6.928,-3.53051
6.93,-3.53583
6.932,-3.54112
6.934,-3.54639
6.936,-3.55165
6.938,-3.55688
6.94,-3.56208
6.942,-3.56727
6.944,-3.57243
6.946,-3.57757
6.948,-3.58269
6.95,-3.58779
6.952,-3.59286
6.954,-3.5979
6.956,-3.60293
6.958,-3.60793
6.96,-3.61291
6.962,-3.61786
6.964,-3.62279
6.966,-3.62769
6.968,-3.63257
6.97,-3.63742
6.972,-3.64225
6.974,-3.64706
6.976,-3.65183
6.978,-3.65659
6.98,-3.66131
6.982,-3.66601
6.984,-3.67069
6.986,-3.67533
6.988,-3.67995
6.99,-3.68455
6.992,-3.68911
6.994,-3.69365
6.996,-3.69817
6.998,-3.70265
7,-3.70711
7.002,-3.71154
7.004,-3.71594
7.006,-3.72031
7.008,-3.72465
7.01,-3.72897
7.012,-3.73326
7.014,-3.73751
7.016,-3.74174
7.018,-3.74594
7.02,-3.75011
7.022,-3.75425
7.024,-3.75836
7.026,-3.76244
7.028,-3.76649
7.03,-3.77051
7.032,-3.7745
7.034,-3.77846
7.036,-3.78239
7.038,-3.78629
7.04,-3.79016
7.042,-3.79399
7.044,-3.79779
7.046,-3.80157
7.048,-3.80531
7.05,-3.80902
7.052,-3.81269
7.054,-3.81634
7.056,-3.81995
7.058,-3.82353
7.06,-3.82708
7.062,-3.8306
7.064,-3.83408
7.066,-3.83753
7.068,-3.84094
7.07,-3.84433
7.072,-3.84768
7.074,-3.85099
7.076,-3.85428
7.078,-3.85753
7.08,-3.86074
7.082,-3.86392
7.084,-3.86707
7.086,-3.87018
7.088,-3.87326
7.09,-3.87631
7.092,-3.87932
7.094,-3.88229
7.096,-3.88523
7.098,-3.88814
7.1,-3.89101
7.102,-3.89384
7.104,-3.89664
7.106,-3.89941
7.108,-3.90213
7.11,-3.90483
7.112,-3.90748
7.114,-3.91011
7.116,-3.91269
7.118,-3.91524
7.12,-3.91775
7.122,-3.92023
7.124,-3.92267
7.126,-3.92508
7.128,-3.92745
7.13,-3.92978
7.132,-3.93207
7.134,-3.93433
7.136,-3.93655
7.138,-3.93873
7.14,-3.94088
7.142,-3.94299
7.144,-3.94506
7.146,-3.9471
7.148,-3.9491
7.15,-3.95106
7.152,-3.95298
7.154,-3.95486
7.156,-3.95671
7.158,-3.95852
7.16,-3.96029
7.162,-3.96203
7.164,-3.96372
7.166,-3.96538
7.168,-3.967
7.17,-3.96858
7.172,-3.97013
7.174,-3.97163
7.176,-3.9731
7.178,-3.97453
7.18,-3.97592
7.182,-3.97727
7.184,-3.97858
7.186,-3.97986
7.188,-3.98109
7.19,-3.98229
7.192,-3.98345
7.194,-3.98456
7.196,-3.98564
7.198,-3.98669
7.2,-3.98769
7.202,-3.98865
7.204,-3.98958
7.206,-3.99046
7.208,-3.99131
7.21,-3.99211
7.212,-3.99288
7.214,-3.99361
7.216,-3.9943
7.218,-3.99495
7.22,-3.99556
7.222,-3.99613
7.224,-3.99667
7.226,-3.99716
7.228,-3.99761
7.23,-3.99803
7.232,-3.9984
7.234,-3.99874
7.236,-3.99903
7.238,-3.99929
7.24,-3.99951
7.242,-3.99968
7.244,-3.99982
7.246,-3.99992
7.248,-3.99998
7.25,-4
7.252,-3.99998
7.254,-3.99992
7.256,-3.99982
7.258,-3.99968
7.26,-3.99951
7.262,-3.99929
7.264,-3.99903
7.266,-3.99874
7.268,-3.9984
7.27,-3.99803
7.272,-3.99761
7.274,-3.99716
7.276,-3.99667
7.278,-3.99613
7.28,-3.99556
7.282,-3.99495
7.284,-3.9943
7.286,-3.99361
7.288,-3.99288
7.29,-3.99211
7.292,-3.99131
7.294,-3.99046
7.296,-3.98958
7.298,-3.98865
7.3,-3.98769
7.302,-3.98669
7.304,-3.98564
7.306,-3.98456
7.308,-3.98345
7.31,-3.98229
7.312,-3.98109
7.314,-3.97986
7.316,-3.97858
7.318,-3.97727
7.32,-3.97592
7.322,-3.97453
7.324,-3.9731
7.326,-3.97163
7.328,-3.97013
7.33,-3.96858
7.332,-3.967
7.334,-3.96538
7.336,-3.96372
7.338,-3.96203
7.34,-3.96029
7.342,-3.95852
7.344,-3.95671
7.346,-3.95486
7.348,-3.95298
7.35,-3.95106
7.352,-3.9491
7.354,-3.9471
7.356,-3.94506
7.358,-3.94299
7.36,-3.94088
7.362,-3.93873
7.364,-3.93655
7.366,-3.93433
7.368,-3.93207
7.37,-3.92978
7.372,-3.92745
7.374,-3.92508
7.376,-3.92267
7.378,-3.92023
7.38,-3.91775
7.382,-3.91524
7.384,-3.91269
7.386,-3.91011
7.388,-3.90748
7.39,-3.90483
7.392,-3.90213
7.394,-3.89941
7.396,-3.89664
7.398,-3.89384
7.4,-3.89101
7.402,-3.88814
7.404,-3.88523
7.406,-3.88229
7.408,-3.87932
7.41,-3.87631
7.412,-3.87326
7.414,-3.87018
7.416,-3.86707
7.418,-3.86392
7.42,-3.86074
7.422,-3.85753
7.424,-3.85428
7.426,-3.85099
7.428,-3.84768
7.43,-3.84433
7.432,-3.84094
7.434,-3.83753
7.436,-3.83408
7.438,-3.8306
7.44,-3.82708
7.442,-3.82353
7.444,-3.81995
7.446,-3.81634
7.448,-3.81269
7.45,-3.80902
7.452,-3.80531
7.454,-3.80157
7.456,-3.79779
7.458,-3.79399
7.46,-3.79016
7.462,-3.78629
7.464,-3.78239
7.466,-3.77846
7.468,-3.7745
7.47,-3.77051
7.472,-3.76649
7.474,-3.76244
7.476,-3.75836
7.478,-3.75425
7.48,-3.75011
7.482,-3.74594
7.484,-3.74174
7.486,-3.73751
7.488,-3.73326
7.49,-3.72897
7.492,-3.72465
7.494,-3.72031
7.496,-3.71594
7.498,-3.71154
7.5,-3.70711
7.502,-3.70265
7.504,-3.69817
7.506,-3.69365
7.508,-3.68911
7.51,-3.68455
7.512,-3.67995
7.514,-3.67533
7.516,-3.67069
7.518,-3.66601
7.52,-3.66131
7.522,-3.65659
7.524,-3.65183
7.526,-3.64706
7.528,-3.64225
7.53,-3.63742
7.532,-3.63257
7.534,-3.62769
7.536,-3.62279
7.538,-3.61786
7.54,-3.61291
7.542,-3.60793
7.544,-3.60293
7.546,-3.5979
7.548,-3.59286
7.55,-3.58779
7.552,-3.58269
7.554,-3.57757
7.556,-3.57243
7.558,-3.56727
7.56,-3.56208
7.562,-3.55688
7.564,-3.55165
7.566,-3.54639
7.568,-3.54112
7.57,-3.53583
7.572,-3.53051
7.574,-3.52517
7.576,-3.51982
7.578,-3.51444
7.58,-3.50904
7.582,-3.50362
7.584,-3.49819
7.586,-3.49273
7.588,-3.48725
7.59,-3.48175
7.592,-3.47624
7.594,-3.4707
7.596,-3.46515
7.598,-3.45958
7.6,-3.45399
7.602,-3.44838
7.604,-3.44276
